Ulasan,Rating
"Family resto dengan konsep pemandangan persawahan. Tempatnya nyaman untuk membawa keluarga, teman dan rekan.",5
"Good ambience
Musholla bersih, nyaman
Makanan standart
Harganya agak pricey",4
"Suasana pedesaan yg adem, masakan nya juga uenakk ndesoo banget aku sukaaa... Harga juga gak mahal kejangkau bangett...",5
"Tempat nya nyaman buat santai
Buat family juga ok

Parkiran luas

Saya paling suka
Minuman ini",5
"Tempatnya asyik dan bersih, vibesnya modern minimalis",5
udah 3 X kesini tetap sama aja pelayanan kok terus menurun kemarin waktu weekend kesini ketemu sama waiter yang judes + complen samping ada yang ngerokok disuruh negur malah disuruh kekasir padahal kasirnya waktu rame kan aneh padahal udh jelas jelas itu ruang non smoking area kok gak berani negur si waiternya,1
"Sudah berkali kali makan disini, makin hari makin bagus pelayanan dan fasilitas, parkir dulu parah sekarang sedikit perbaikan, makin pro lah
Hanya untuk pembayaran baru bisa B (c) @ transfer, mungkin perlu ditingkatkan metode pembeayarannya
Over all oke dan masih recommended",5
"Makanannya enak, cita rasanya mantab. Cocok untuk carbo reload habis gowes.

Harga juga bersahabat.... Layak untuk dijadikan tempat makan favorit",4
"Hari ini mencoba menghilangkan kepenatan dikantor. Ee.. teman coba tawarin mampir ke pawon mbah gito. Saya langsung kesana.mumpung libur.
Mencoba icip icip menu dipawon mbah gito.
Pemandangan dan tempatnya OK Minumannya OK, nasi kuning OK, jenangnya juga OK. Tapii...sayang, soon dan oseng oseng ususnya ASIN.
Maaf saya bukan penggemar rasa asin ??",5
"Selalu betah berlama2 disini... makanan lengkap, minuman oke n musholla n toilet. Rekomendasi tempat makan mulai dr Sarapan sampe makan malam. Bersih, pegawai gercep, sopan... Semoga Berkah buat semuanya.",5
"Walau rame tapi tetap nyaman, apalagi untuk makan bersama keluarga. Menunya juga enak -enak.",5
"Saya sudah beberapa kali makan disini, cuman dua kali kedatangan terakhir agak mengecewakan, kwetiu goreng dimasak kurang sempurna agak amis,

yang kedatangan terakhir hari ini minggu 2 juli lebih parah, pelayanan lama dan tidak ramah, order keselip, mie goreng asin maksimal..",1
"Resto dengan ambience pedesaan masa lalu, menu masakan khas ndeso Jawa. Mengajak orang tua makan serasa dirumah atau sekedar wedangan berikut camilannya, serta bercengkrama penuh kehangatan. ??????",5
"Makanannya enak, kebersihan lingkungan & pemandangannya kurang bagus gk terawat",4
Salah 1 tempat makan di jogja neh. Pas mau balik di bawa pa supir kesini. Wah menunya banyak. Saah 2 faborite saya pisang gorengnya neh. Mantaf,4
Tempat sarapan yg lumayan nyaman utk sarapan dengan diapit hamparan sawah hijau jadi betah berlama lama.,5
"komplit menu nya , suasana rame , lokasi parkirnya kejauhan",4
"+ Staffnya responsif & cekatan
+ tempat bersih bagus

- brongkos daging tp kok cuma seiprit dagingnya ?? tuh ada fotonya
- tempat parkiran kurang oke
- banyak meja reserved tp kok g ke isi2. ??",2
"Makanan mantap
Tempat dengan view sawah
Suasana mendukung

Habis kenyang terus bikin ngantuk karena larut suasananya. Hahhaa",5
"Tempat makan yang selalu ramai pengunjung dalam dan luar kota. Type makanan jawa yang disajikan buffet, ada juga yang ala carte.
Semua menu cocok untuk lidah saya, favoritnya mangut ikan manyung/pari, bihun goreng, oseng kikil.
Harga masuk akal, pelayanan cepat dan ramah².
Recommended",5
Masakan tradisional...view di sekitar sawah,5
"Semua makanan enak, Ambience mantab, pegawai ramah semua. Cuman yang membuat kecewa cuman 1, sebagai penikmat es jeruk nipis, es jeruk nipis ndeso disini hanya berupa 1 potong tipis jeruk nipis + air dingin + gula, tidak ada perasan jeruk nipis sama sekali.",4
"pawon mbah gotp, kalau sabtu dan minggu rame cuy, tapi tempatnya mantab pinggir sawah dan udaranya sejuk",5
"INDONESIA BANGETTTT,,, makanan jempolan, uenakkk , aneka masakan Jawa yg rasanya ga Jawa tengah banget ( manis),, pas banget deh, trus harganya juga termasuk murah utk kategori resto dgn design estetik.. ,, sukses Pawon mba Gito !!",5
"Jam setengah 7 tp menu prasmanan sudah banyak yg habis jd terpaksa pesan menu yg di papan. Untuk mie lethek rasanya oke, tp pesanan yg lain datangnya lama sekali, bahkan ada 1 menu yg hrs dicancel saking lamanya. Nasinya juga keras, seperti nasi tidak matang. Wedang jahe serehnya dibuat asal2an, hanya dituang air anget, bukan air panas. Perlu diperbaiki lagi standar penyajiannya, jangan mentang2 rame lalu asal2an.",3
"Gak cuma punya tempat enak aja, makanannya juga enak!! Tempe garitnyahh bikin nagih.",5
"Area parkiranya ada 2 lokasi ya, pas d resto & ke selatan dikit .. ambiencenya sawah segera ijo2 , bagian belakang lumayan luas dan bersih, nyaman untuk bermain anak2 .. menu makannya variatif, berasa pengen dimasukin piring semua, hho",4
"Makanannya, camilan yang.. Minumannya mantapaasss.. Suasana diantara sawah² sejukkk... Kesini kl waktunya pas luang... Antri soalnyaa...",5
"Makan disini pokonya menu buanyak bisa pilih pilih sesuai selera...

Monggo mampir",5
"Tempat makan favorit,nggak cuma menu tradisionalnya yang enak,kopinya juga lengkap. Suasanyanya juga adem dan nyaman. Pelayanan juga cepat.",5
"Tempat Nyaman alam banget masyallah,, maknanan nya tradisional dan murah .. enak jugaa ,, sukses terus",4
"untuk makanan enak, jenang nya enak, minuman jeruknya manis tidak asam enak, tapi pelayanan kasirnya gak sabar, panik juga, tempatnya enak kok, kalau harga di atas rata rata masakan rames pinggir jalan, ada rupa ada harga nya",5
"Kuliner jogja yang bikin ketagihan, rasanya enaknya banget makan,minum dengan view alam persawahan. Tempatnya bikin candu banget",5
Saran Untuk hari libur/resto rame kasir ditambah karena sya perhatikan antrian panjang karena lama dalam transaksi pembayaran.,5
"Pengalaman makan masakan rumahan yang luar biasa, tempat yang nyaman dan masakan yang luar biasa.

Sedikit masukan mengenai parkir agar petugas parkirnya dapat lebih proaktif, pengalaman kesana sempat kebingungan mencari tempat parkir dilempar kesana kemari.

Semoga bisa ada kesempatan kesana lagi dengan pembenahan yang lebih baik.",5
Suasana asri ditengah sawahsambil menyantap masakan rumahan Indonesia,5
Sudah banyak makanan yang habis kita datang jam 18,3
"Makanan enak, tidak terlalu mahal. Tempat makan juga nyaman.",5
"Sllu jadi tujuan utama klo kumpul kelg. Tmptnya nyaman, makanannya enak, hrga terjangkau",5
"Makanan cocok di lidah, dengan suasana desa yang menyegarkan di pagi hari",4
"tempat ngopi yang nyaman ditambah dg susana pedesaan yang asrii banyak spot foto yang instagramable??
wajib banget buat yang belum pernah kesini,,apalagi masakan khas ndeso yg tidak kalah enaknyaa??",5
"first time ke pawon mbah gito pingin nya makan bakmi jawa nya , ehh baru ready sore , aku datang di jam 11 siang
mau makan nasi tapi udah ga muat peyut nya karna abis makan di wisata lain ??

semoga besok"" pawon mbah gito di siang hari bakmi jawa nya di ready kan yaaa",3
"Tempat makan prasmanan, ada juga menu ala carte kalau malam, selalu rame pagi siang malam, pilihan menu nya banyak bervariasi, masakan rumahan dan menu tradisional, tempat enak dan cukup luas, tempat parkir jg sudah diperluas, harga affordable. Toilet lumayan bersih, ada mushola.",5
"2 kali mampir kesini, kopinya enaak! Suasana, makanan sm pelayanannya oke. Jd tujuan gowes jg asyik bgt",5
"Enak enak makanannya, tempatnya juga nyaman banget viewnya sawah hijau.",5
"Harga masih masuk akal, pemandangan sawah dan merapi yang sedang mengeluarkan asap",5
Makannya enak tenan. Suasana sejuk,5
"Sayur dan lauknya beragam dan enak. Harganya cukup murah. Tempatnya nyaman dan cukup tenang. Minumannya beragam tetapi harganya agak mahal menurutku. Pelayanan cukup baik, cuma kmrn minuman yg dipesan agak lama datangnya. Makanan sudah habis minumanya blm datang hahahahaha...tapi mungkin karna ramai.",5
"masakan rumahan, ambil sendiri sampai puas, Harga kompetitif, suasana pedesaan dengan hamparan sawah. keren.",5
"Pengalaman pertama makan disini, overall iya fine",5
"Saya pesan bakmi lethek ini nunggu lama kata ya dri awal 45 menit trs datang konfirmasi lagi suruh nunggu 45 menit lagi. Kecewa sama pelayanan nya udah nunggu lama"" Perasaan dimana"" Resto gak begitu.",1
"Langganan semenjak buka
Sudah banyak teman yg sy rekomendasikan ke sini
Dan setiap meet up, selalu disini",5
"Maaf, harus edit rating.
Ini adalah ketiga kalinya dikecewakan disini:
Ke-1. Tidak boleh menempati meja besar padahal kami dtg ber4.  Setelah kami ditolak, tidak lama kemudian ada pengunjung datang yg duduk di meja besar padahal cuma berdua dan hanya memesan menu jauh lebih sedikit daripada yg kami pesan
Ke-2. Ditemukan karet pada bakwan yg disajikan. Dan donat masih keras bagian dalamnya.
Ke-3. Pesan chicken cordon bleu tapi hingga 1 jam menunggu, pesanan blm diantarkan. Ketika beberapa kali ditanyakan, jawabannya selalu ""masih diproses"". Pesanan lain (kids platter, nasgor, dan snack2) sudah diantar dan bahkan sudah dihabiskan  Tapi chicken cordon bleunya blm jg diantar. Anehnya meja2 lain yg datang setelah kami sudah mendapatkan menu2nya.
Ketika ditanyakan kembali ke bagian pemesanan, diinfokan kalo msh diproses 20 menit lagi.
Sebenarnya pesanan saya dibuatkan atau tdk ya? Knp kok dijawab ""proses"" trs.
Apa butuh waktu lama untuk menyiapkan pesanan trsebut? Ada apa dgn sistem antrian di kitchennya? Apa menu saya terselip atau gmn? Apa jawaban ""sedang diproses"" ini hanya sekedar template tanpa ada konfirmasi ke bagian kitchen?

Sebenarnya dr sisi rasa, tidak mengecewakan. Hanya saja dari sisi service, kami cukup kecewa.

Jika memang perlu waktu lama, sebaiknya menginfokan di awal. Jadi customer ada pertimbangan apakah tetap memesan menu tersebut atau tdk.",1
"Bagus protokol covidnya, perlengkapan bersih dan tempat makan terbuka di bawah pendopo dan ditengah kebun yang asri. Sangat direkomendasikan untuk sarapan karena lebih sepi dan adem. Masakannya lezat khas ndeso.",5
"Jogging di TB , sarapan disini ?????????",5
"Makanan pas harga standar untuk nasi + 2 sayur masih murah belasan ribu.
Rasanya enak dan bersih",5
tempat makan yang asik buat santai dan rasanya emang makjoss,5
Nyaman buat healing.. Sama Keluarga.. Teman.. Nongkrong cantik ?? foto2.. Makanannya enak.,5
"Pelayanannya sangat baik terutama pada orang disabilitas,pelayannya ramah ramah dan juga sangat membantu bagi orang yang kesulitan",4
"Suasana asik dan menenangkan, dekat dengan sawah. Menu makanan beragam, kualitas rasa sudah cukup baik..",5
"Pelayannya ramah-ramah, makanannya enak",4
"Makanan enak, minuman enak, parkiran agak kecil, t4 nyaman, ada aliran selokan...ada mainan utk ank²...ank² suka",4
Rasa masakannya (selain kopi) lebih enak dari kopi klothok. Suasananya 11-12 dg kopi klothok. Gw paling suka dg ikan asapnya dan mangut lelenya emdes banget,5
"Harga aman, menu komplit, lokasi tengah sawah, cocok buat  orang dari kota",5
"Mampir pas libur lebaran, suasana ramai tp tempat duduk masih tersedia. ruangan terbuka tp cukup nyaman & adem, udara panas dari luar tdk ikut masuk. Makanan enak dengan harga yg pantas namun untuk teh ndesonya pesan manis tp rasanya tdk berbeda dengan pesanan teh tawarnya. Pelayan cepat kecuali untu minuman, makanan sudah habis dan kita kepedasan tp minuman ngga dateng2.",4
"Makanan enak, suasanya tempat nyaman seperti dirumah",5
"Pesan pisang ma mendoannya agak lama..untung enakkk
Bsk kita coba lagi pas siang sapa tau lauknya masih banyak",4
"Ga nyangka di belakang jakal yg cuma masuk sedikit itu masih ada sawah dan kebonan yg asri . . .
Semoga tetap terjaga suasana pedesaan yg sll bikin semangat  .",5
kopi item dan pisang gorengnya mak nyus. tempatnya bersih dan viewnya bagus??????,4
"T4nya bagus. Kemarin kesana 5 org mkn mie goreng 2, mie bihun, mie kuah sama nasi dan milkshake 2, susu 1, sere jeruk nipis 2 abis 300ribu ??",5
"Kopi susunya enak dan pisang goreng enak
Kalo di daerah Kaliurang mampir kesini ga rugi banget",5
"Tempatnya ditengah sawah
Mmg enak tempatnya
Tapi rasanya B aja tidak ada yg istimewa, harganya muahaaal
Nasi sayur 14rb & 15rb (nasi merah)
Ikan cuwek kecil 10rb
Sate ayam 1 tusuk 12rb
Es teh 10rb
Tempe garit 4.500
Mangut 13.500",2
suasana rumahan.. sayang klo sudah sore sambelnya udah ga ada... harap bersabar klo pecinta pedes ya... oya... semoga kebersihan toiletnya diperbaiki lagi dan dikasih pengharum,5
"Terbaik...
- Tempatnya luas ada parkir sepedanya, lengkap juga ada mushola nya pinggir sawah syahdu..
- Makananya wuenak semuanya, prasmanan, jenang pokoknya semuanya enak
- Haraganya aman dikantong..",5
"Pelayanannya sangat baik, semua teamnya ramah dan helpful. Kalo mau cari suasana pedesaan yang asri, angin semilir dari hamparan sawah, di sini tempatnya pas dan cocok banget.

Tapi untuk rasa makanannya biasa aja, cenderung manis semuanya. Bahkan Garang Asemnya pun manis.",4
Makan area jogya... Prasmanan bufet.....mantap maknyosss,4
"Makanan enak, masakan2 rumahan, , minuman juga macem2,, ada bubur juga, harga standar lah. Untuk parkir terbatas.",4
"Masakannya enak, menu2nya spt yg sering sy masak.",5
duh waktu makan disini minumannya ada lebahnya 2 kaya ga diperhatiin waktu buat minuman.,3
"menu malem gajelas bgt
dikasih krupul mlempem
pesen tahu walik dikasih kecap dikit bgt
tisu abis dimeja sebelah juga abis
sakitttt",1
"Tempatnya syahdu untuk anak senja, kopi tubruk Mbah Gito joss!",5
"Menunya beragam, rasanya ??, luas juga tempatnya memanjang ke belakang n sejuk suasananya",5
"Rumah makan yg nyaman banget, makannya menu sederhana kaya kampung halaman, telor dadar, sayur daun pepaya, dll.

Suasana jg nyaman, pemandangannya jg mantep bgt area persawahan. Dan mantep banget buat menuhin memori hp.

Disini jg ada mushola dan toilet. Lengkap pokonya. Area parkir jg cukup luas",5
"Sayang, ada salah satu pelayan dimintai tolong mengambilkan sambal tidak mau...
dan harga makan dan minuman tergolong mahal,",3
"Pas datang, masuk disambut staf, ditanya udah reservasi belum jg ditanya brp orang, yg selanjutnya staf td akan mencarikan tempat duduk yg pas buat kami. Mantappp, pelayanan yg bagus. Setelah itu disuruh masuk lsg ambil menu dan ke kasir utk dihitung tp tdk lsg bayar, bayar nanti setelah makan. Menunya macem-macem, makanan tradisional. Tp menu anak anak jaman skrg juga ada, jd buat kami sekeluarga cocok dan pas. Toilet juga bersih, mushola nyaman. Musik yg diputar jg nyaman, musik"" tempo dulu. Makan sambil ditemenin angin semilir, nyaman deh.",5
"Suasana dan makannya enak, kiri kanan nya sawah,",5
"Utk rasa makanan standard, tp sidedish nya ok ok.. Es Cendolnya enak.. Vibesnya desa dengan sawah2 bagus juga.. Cocok utk makan keluarga karna banyak pilihan menu..",4
Unik khas makanan jogya,4
Enak suasananya. Rame di weekend tp ga terlalu padet antri. Tempat luas,4
Sering menikmati hidangan dan suasana di pawon mbak gito pengalaman ak manteb semuanya sekarang ada menu menu kue kuean yaa mantab mantab mantab,5
"Tempat masakan Jawa Prasmanan.. Dibanding Kopi Klotok, masakan di sini lebih enak. TANPA antrian yang tidak masuk akal.

Tempat nyaman, suasana asri.

Variasi makanan dan minuman sangat banyak.

Harga makan+minum per kepala kisaran 40-60rb.

Sukses terus, resto ini layak jadi favorit",5
"Pelayanannya lamaaaaaa
Pesan sop iga karena tak kira bisa cepat.
Ternyata paling lama.
Bakmi godog jawanya amis sekali",3
"Untuk harga Jogja sebenernya agak mahal, tapi tempatnya cukup bagus...view sawahnya cakep, bersih, pelayanannya juga ramah",5
"Tempat makan dengan pemandangan indah, sawah di sekelilingnya, desain tempat yg unik dan bersih, makanan yang ramah dengan kantong. Sungguh tempat makan yg ideal untuk hangout dengan teman-teman, tapi jangan lupa protokol kesehatan ya.",5
"Beberapa waktu lalu saya mengunjungi Pawon Mbah gitu dan ada beberapa hal yang saya kurang puas :
1. Makanan prasmanan yang tersaji tidak sebanyak di foto/video promosi. Pilihan menunya sedikit sekali banyak yang kosong hampir habis
2. Saya pesan bakmie jawa dan saya kaget ternyata pakai ayam negeri. Seharusnya bakmie jawa pakai ayam kampung dan baru kali ini bakmi jawa saya menemui pakai ayam negeri. Bahkan beli di pinggir jalan pun kalau bakmie jawa pasti ayam kampung
3. Saya pesan Sup Iga 4 porsi datangnya cukup lama dan setelah datang KURANG PANAS. Hanya anget saja. Tidak seperti sop yang saya makan di kebanyakan restoran pasti panas sampai ber asap. Tapi kemarin tidak
4. Piring yang dipakai sudah rusak retak pinggirannya sehingga berbahaya apalagi itu makanan chicken corden blue untuk anak bisa melukai anak-anak.

Jujur saja saya ber ekspektasi tinggi sekali dengan Pawon Mbah Gito tapi saat saya datang TIDAK sesuai bayangan.
Semoga bisa lebih di tingkatkan lagi semuanya.",2
"Tempatnya msh baru, bersih. Seharusnya dibedakan smoking area biar lbh nyaman. Pelayanannya cepat, makannya enak. Untuk hrga mgkn agak pricey tp worth it sm rasanya",5
"Suasananya romantis, makanannya enak",5
"Hampir tiap Sabtu / Minggu ke sini karena request anak, sekarang harus kami batasi sebulan sekali, biar tempat kuliner lain juga kebagian rejeki",5
"Tempat nya enak banget, untuk rasa makanan cukup, but little bit pricey",4
"Makanannya enak, pemandangan bagus. Tempat nyaman buat nongkrong tapi kalau bisa colokan buat kerjanya juga dibanyakin biar bisa nongkrong sambil kerja",5
"Sudah yang kesekian kali kesini untuk makan pagi atau makan malam. Tapi saya lebih suka kesini untuk makan pagi (edit salah ketik )karena mencari makanan prasmanan yang banyak pilihan makanan. Dari aneka sayur oseng sampe yang berkuah kaya lodeh, persatean, telor krispi dan ikan atau ayam berbagai olahan masakan. Kalau saya kesini paketan combonya ini nasi-sayur oseng daun pepaya-lodeh tempe-oseng kikil-suwir ayam pedas-telor krispi-tempe garit+ sambal. Snack pisang goreng atau tahu tuna. Saya pribadi kurang suka dengan gorengan tempe mendoan disini. Minumnya wedang mba gito atau kopi tubruk mbah gito+skm",5
"Makan ambil sendiri,pilihan sayur ,lauk pauk banyak,
Suasana diarea desa,persawahan,
Monggo silahkan datang,menu rasa tidak mengecewakan????????",5
"Daripada ke kopi klothok rame, mending kesini, ga kalah enak. Tempatnya jg cozy dan langsung dpt seat ketika pesan",5
"Menu ndeso aneka sayuran lauk pauk,lumayan enak harga cukup bersahabat,tmpat luas lumayan nyaman",5
"Full kuliner selama di yogyakarta adalah hal yang wajib kalian lakukan. Baik dari pagi hari, makan siang, sampai malam pun begitu. Siang ini menunya adalah prasmanan nasi gudeg yang tempatnya di tengah sawah. Pelayanan disini sangat ramah sekali, dan banyak pengunjung yang selalu datang bahkan ramai setiap hari. Tempat makan disini sangat rekom banget, dan kita bakal kembali lagi kesini.",5
"Tempat yang sangat nyaman buat nyantai sambil menikmati hidangan nikmat, view sawah dan pedesaan yang masih asri, alunan tembang jawa syahdu mengiringi dan sesekali sautan kicauan burung burung........adem tentrem rasanya melihat pak tani memanen padi.",5
"Pertama masuk ke Rumah Makan Pawon Mbah Gito langsung disambut penuh sesaknya orang berantrian mengambil menu makanan.

Rasa makin penasaran dengan masakannya. Memang diakuin the best semua menu makanannya.

Model prasmanan atau ngambil sendiri makanannya, tempatnya luas bisa untuk keluarga besar. Untuk parkir kendaraan sangat luas. Kalau penuh bisa diarahkan ke kantong parkir di sebelah rumah makan ini.

Menurutku ga ada yang zonk sih masakannya. Kalo ke Jogja wajib kesini",5
"Kelebihan tempat ini adalah makanan minumannya enak, tempatnya instagram able dan pegawainya (staf maupun magang) terlihat antusias (gembira) bekerja. Sejuk dan pemandangan hijau di saat kemarau juga mood booster.",5
Sarapan dengan macam2 sayur dan lauk yang enak dan minuman yang macam,5
Tempat bagus sih pinggir sawah tapi sayangnya Pelayanan sangat lambat dan parkir kurang luas...kalau soal rasa silahkan coba sendiri...krn selera orang beda2,4
"Saya pertama kali kesini walaupun sudah sering banget saya ke Yogya krn tiap pulang lebaran,saya selalu mampir ke Yogya. Harganya standar menurut saya,murah nggak juga,mahal juga nggak. Saya sama keluarga yg makan 2 org krn anak2 udah pada kenyang,jd mereka hanya pesan minum dan makanan ringan. Total kmaren saya habis 252 rb (2 nasi,3 sayur,3 tempe,1 telur gulung,3 tusuk sate ayam,1 ayam paha,1 telur bulet,2 juice mangga,es teh manis,es jeruk,wedang jahe,roti bakar nutella,pisang goreng,2 bubur sumsum biji salak). Suasana ok,pemandangan sawah sekitarnya,tempatnya juga luas banget. Toilet agak kurang byk,tempat wudhu wanita kurang tertutup,musholla oke dan sejuk. Disini gak boleh take away ya kecuali yg kita makan gak habis,bisa dibungkus. Kebetulan kita gak ada foto2 disana,soalnya fokus ama makanan",5
"Konsepnya prasmanan seperti di kopi k**t*k, makanan enak semua, gak ada yg fail, kebanyakan makanan rumahan dan tradisional.  Tersedia macam minuman dan cemilan. Tempat luas dan asik untuk kumpul keluarga.
tapi harga nya cukup pricey untuk masyarakart jogja haha. Rata2 yang datang dari luar daerah.
Semoga laris manis dan makin banyak varian makanannya",5
"jauh2 dari jakarta buat nyobain resto ini. enaknya dari jam 7 udh buka, blum dpt hotel jd bs kulineran dulu. worth it. makanan dan minuman nya msh murah. kopi2an dan jus udh mahal. view nya the best, langsung sawah dan jauh dari keramaian.",5
Restoran yg cocok untuk family kopi nya rasanya ga kaleng2 kopi sachetan aja kalah semoga pawon semakin maju laris manis ????????????????,5
"Ruameee bngt, untuk lokasi sangat luas, tp makanan ad yg kurang aja sih.",5
"Oallah..wisata kuliner iatimewa & mewah, sesuai namanya pawon dengan arsitektur yg jawa banget & menu makanan yg tradisional jd inget masa kecil uenak tenan. Serasa makan di rumah simbah sendiri. Mak Nyusss",5
"Mantul ????
Rasa masakan enak, sedep, bumbunya pas, tempatnya nyaman, bebas tapi ttap *prokes*..",4
"Seneng banget dpt tempat makan mewah (mepet sawah) lagi di sleman.. fasilitas jg lengkap apalagi ada mushola yg luas dan bersih makin nyaman... cocok utk semua kalangan dr muda-tua, bocil bosen ada tempat bermainnya juga?? ada menu makanan snack, nasi lauk pauk sayur sampai varian kopi-latte, harga standar harga jogja, spot foto bnyk juga, pokoknya nyaman banget buat nongki",5
"Masakan enak2. Lokasi luas.
Sukses selalu.",4
Suasannya adem nyaman lokasi dipedesaan. Gudegnya enak.and paling mantap goreng pisangnya.,5
Rekomend bgt enak euyy adem jg suasananya,5
"Kesini pas hari minggu siang .antrian g bgtu pjg kurleb 15 mntan nunggu dapat t4 duduk..mesti dftr dl kl mau makan biar dapat kursi..menu macam2 .buat snack nya harga pricey y.. mendoan 16 K,pisang goreng agak kecil 16 K..disana kita ambil makan n lauk nnt smp kasir diinput baru sekaligus pesen minum..bayar terakhr pas mau plg . pemandangan bagus dekat persawahan,tempat nyaman suasana joglo pedesaan..kursi model jadul yg estetik",3
"Best banget, tempatnya rame puoll",5
"Menu masakan Jawa, enak,, tempatnya juga nyaman
Kopinya enak",5
"Tempatnya syahdu, ada nasi merah, aneka ramesan masakan Jawa.",5
meja nya pas dapat yg kurang nyaman untuk makan nasi dan lauk. makanan bukan yang tidak enak tp tidak yang enak banget. masalah selera,4
"Pilihan makanan banyak, kursinya jg banyak. Memang harganya agak pricey tp worth the experience. Tapi sangat di sayangkan tadi tukang parkir bilang kalo didalam penuh antri banyak, ya memang antri tp masih oke lah antriannya tidak terlalu lama, kursinya pun jg masih banyak kesannya menyuruh kita untuk mengurungkan niat makan disana.",5
"Makanannya ajib semua. Kopi nya joss gandhos. View keren banget sih. Yg bikin seneng, musholla nya KEREEEEEN",5
Disini semuanya menyenangkantempat ny nyaman bersiiihhh bangetpelayanannya ramah dan cepat serta sopan2 dan. Menu nya enak2 dan yang pasti pas adzan aktifitas musik berhenti ????????????????,5
malam lebih syahdu ??,5
"Tempat mkn yg rekomendasi utk keluarga. Pelayanan ramah harga wajar, pemandangan baik buat healing",5
"Makanannya enak enak, pisang gorengnya enak juga.
Recommended buat yg Pgn ngrasain suasana kampung dan masakan enak khas desa.",5
"Tempatnya suasana ndeso,nyaman, bagus viewnya,masakannya enak.",5
Rasa yang bukan cuma enak tapi selalu membuat ingat masakan ibu. Pilihan masakan yang sangat bervariatif. Makan disini sekaligus bersedekah karena sebagian keuntungan penjualan akan disalurkan ke saudara kita di Palestina. Mari menikmati masakan yang enak dan membantu saudara kita yang membutuhkan...,5
"nuansa seperti Kopi Klotok, sebaiknya datang pagi pk07.00 atau sore/ malam untuk menghindari panas. Mesti pastikan dapat tempat duduk sebelum makan, sistem ambil sendiri makanan lanjut tunjukkan ke kasir dan bayar.
Bagi Sy kurang nyaman suasananya Krn orang lalu lalang saat Saya sedang makan.",4
"Tempatnya enak, nyaman. Mewah, mepet sawah. Menu masakan jawanya sesuai dg selera orang jawa. Sambalnya cenderung manis",4
Harganya terlalu mahal menurutku untuk menu sayur ndeso. Teh panas 11 ribu. Sayur ndeso ada tulisan 3 macam sayu 13 ribu. Twrnyata di nota di hitung per sayur. Makan 2 orang lauk tempe dan lele beserta sayur habis 93 ribu. Mahal menurutku untuk kaum mendang manding,1
"Jangan berharap bisa dilayanin takeaway klo pas weekend, padahal di resepsionis didepan sudah tanya infonya bisa, tapi sama mbaknya didalam diusir",1
"Lokasi JL. Kaliurang,
Akses nya juga mudah,
Area parkiran lumayan luas,
Tempat bersih nyaman dengan suasana desa dan sawah,
Makanan bnyak menu varian nya,,
Disini.... Pengunjung harus mendapat tempat duduk dahulu.. Sebelum ambil makanan..
Rasa nya juga enak..
Pelayanan nya juga bagus...
Suasananya seperti di desa dengan konsep pesawahan...
Toilet bersih.
Ada musholla juga..",4
"Tempat nyaman, makanan tradisional ok semua.",5
"Rame! Makanan dan orangnya. ??

Meski gitu, masih sangat enjoyable buat bawa keluarga, teman, dan ramean kesini! Meski harganya agak di atas, tapi worth it!",5
Makan kenyang. harga relatif. Tempat oke. Servis lumayan. Bisa buat kumpul keluarga besar.,5
"Dari awal datang sudah disambut ditanya berapa orang dan diantar mencari tempat duduk..sangat bagus pelayanannya.
Makanan ala prasmanan yg bisa diambil sendiri,menunya beragam,dengan rasa yang enak,yg saya coba ga ada yg gagal..cocok di lidah saya,di sini citarasanya bukan yang manis jadi orang luar kota pun akan cocok.
Pisang gorengnya pakai pisang kepok dengan kematangan yg pas dan manis,rekomended.Penyajiannya bukan utuhan melainkan dipotong beberapa bagian, seporsi ada 10 pieces.
Tempatnya luas dan bersih.
Di sini walaupun ramai tapi antrean masih wajar.
Harga juga wajar tidak mahal.",5
Pas ujan...mie godok di pawon mba gito...passsss....panas pedes,5
Atmosfer kehidupan yang tenang dapat dirasakan disini..sambil menikmati hidangan khas Jawa. Wedang temu kangen segerrrr...,4
"Sowan dhahar di Pawon Mbah Gito sehabis klinongan ke Gg Merapi. Definisi makan masakan Jowo (aneka sayuran jowo) dan wedangan Jowo. Kebersihan tempat, pencahayaan lampu, dan kualitas layanan sudah OKE baik. Tapi bisa dibilang sowan untuk dhahar disini CUKUP sekali saja.
Dari segi rasa masakan sangat datar banget, manis pedes dan bumbunya pun DATAR sekali tidak menemukan rasa yang autentik.
Sengaja pilih nasi rames buat makan karena pengen uji rasa.
Nasi Rames 13.000
Telur semur 7.000 (telur ayam biasa, bukan telur organis/bebek/ayam kampung) -- harga umumnya maximal 5.000
Kerupuk kaleng 2.500 -- umumnya 1.000an
Kering tempe ½ porsi = 1 sendok teh jika ditakar 3.000 -- hmm..
Air putih hangat 2.000 -- umumnya 1.000 atau malah FREE
Total makan sego rames lawuh ndeso 27.500

Bisa dikategorikan ini resto yang cukup SEKALI datang, karena hanya menjual suasana pedesaan namun secara masakan masih FLAT (there is no speciall things)
Harga makanannya jika dilihat dari nasi rames yang ku pesan bisa naik 50-70% dari harga nasi lawuh sayur di luaran sana.",2
"Menu makanan rumahan khas Jawa. Tempatnya luas, parkirannya lumayan luas. Lokasi di persawahan. Suasananya enak.",5
